"date","USW00014819_PRCP","USW00014819_tavg2","USW00014819_TMAX","USW00014819_TMIN","USW00094846_PRCP","USW00094846_tavg2","USW00094846_TMAX","USW00094846_TMIN"
2011-10-01,0,50,56,44,0,49,56,42
2011-10-02,0,53,65,41,0,53.5,66,41
2011-10-03,0,57.5,70,45,0,56.5,69,44
2011-10-04,0,60,74,46,0,59.5,76,43
2011-10-05,0,66,80,52,0,64.5,80,49
2011-10-06,0,68.5,81,56,0,65.5,81,50
2011-10-07,0,71.5,84,59,0,69,84,54
2011-10-08,0,71.5,82,61,0,68,82,54
2011-10-09,0,68,80,56,0,66,80,52
2011-10-10,0,67.5,77,58,0,65,76,54
2011-10-11,0,68,78,58,0,68,79,57
2011-10-12,0,67,77,57,0,66.5,78,55
2011-10-13,0.49,58,64,52,0.28,59,66,52
2011-10-14,0,55,61,49,0,55,62,48
2011-10-15,0,54,61,47,0,54.5,62,47
2011-10-16,0.12,53,60,46,0.17,55,62,48
2011-10-17,0,48.5,57,40,0,50,59,41
2011-10-18,0.02,47,54,40,0.06,47.5,54,41
2011-10-19,0.84,46.5,49,44,0.85,46.5,49,44
2011-10-20,0.07,44,46,42,0.08,45,47,43
2011-10-21,0,45.5,54,37,0,46.5,55,38
2011-10-22,0,52,66,38,0,50,66,34
2011-10-23,0.22,54,67,41,0.2,53,68,38
2011-10-24,0.06,54,63,45,0,54,63,45
2011-10-25,0.13,61.5,74,49,0.02,59.5,74,45
2011-10-26,0,50.5,54,47,0,50,53,47
2011-10-27,0.16,44.5,51,38,0.12,46,53,39
2011-10-28,0,45,54,36,0.03,45,55,35
2011-10-29,0,45,54,36,0,44.5,55,34
2011-10-30,0.11,47,57,37,0.17,45,57,33
2011-10-31,0,46,53,39,0,44.5,53,36
2011-11-01,0,52.5,66,39,0,50,65,35
2011-11-02,0,57,66,48,0.01,56.5,65,48
2011-11-03,0.33,48,49,47,0.08,47,48,46
2011-11-04,0,46.5,51,42,0,44.5,53,36
2011-11-05,0,48,58,38,0,46,58,34
2011-11-06,0,53,59,47,0,50,59,41
2011-11-07,0.21,53.5,56,51,0.04,54.5,58,51
2011-11-08,1.21,51.5,56,47,1.53,49,51,47
2011-11-09,0.27,48,60,36,0.39,49.5,62,37
2011-11-10,0.02,37,41,33,0.01,36.5,41,32
2011-11-11,0,37.5,45,30,0,37.5,45,30
2011-11-12,0,48.5,60,37,0,48,60,36
2011-11-13,0,59.5,71,48,0,58.5,70,47
2011-11-14,0.01,46.5,52,41,0.01,44.5,53,36
2011-11-15,0,50,63,37,0,49,64,34
2011-11-16,0,38.5,46,31,0,38.5,46,31
2011-11-17,0,35,43,27,0,30,36,24
2011-11-18,0,40.5,51,30,0,38,51,25
2011-11-19,0,51.5,59,44,0,51,58,44
2011-11-20,0,48,56,40,0,47,55,39
2011-11-21,0,43,46,40,0,44,47,41
2011-11-22,0.4,42,44,40,0.24,41.5,43,40
2011-11-23,0,41.5,49,34,0,42,50,34
2011-11-24,0,43,46,40,0,43.5,47,40
2011-11-25,0,48.5,57,40,0,49.5,57,42
2011-11-26,0.8,52,58,46,1.01,50.5,56,45
2011-11-27,0.09,40.5,46,35,0.12,41,46,36
2011-11-28,0,37,40,34,0,37.5,41,34
2011-11-29,0,38,44,32,0,37.5,44,31
2011-11-30,0,34.5,44,25,0,34.5,44,25
2011-12-01,0,38,46,30,0,36.5,48,25
2011-12-02,0,37.5,42,33,0.02,37,43,31
2011-12-03,0.19,43.5,51,36,0.33,43.5,50,37
2011-12-04,0.05,44,53,35,0.02,44,52,36
2011-12-05,0.01,37.5,40,35,0.08,37.5,40,35
2011-12-06,0,33,38,28,0,32,37,27
2011-12-07,0,30.5,35,26,0,29.5,34,25
2011-12-08,0,30,36,24,0,30,36,24
2011-12-09,0,25,32,18,0.03,25,32,18
2011-12-10,0,19,26,12,0,19.5,27,12
2011-12-11,0,34,43,25,0,36,45,27
2011-12-12,0,37,46,28,0,35,47,23
2011-12-13,0.06,41.5,44,39,0.09,41.5,45,38
2011-12-14,1,48,55,41,1.43,48,55,41
2011-12-15,0.02,44.5,57,32,0.02,45,57,33
2011-12-16,0,30.5,35,26,0,30,34,26
2011-12-17,0.02,30.5,33,28,0.06,30,32,28
2011-12-18,0,34.5,43,26,0,34.5,44,25
2011-12-19,0,45,51,39,0,44,50,38
2011-12-20,0,38,39,37,0,37.5,39,36
2011-12-21,0,41,43,39,0.01,40,43,37
2011-12-22,0.04,36.5,41,32,0.02,35.5,40,31
2011-12-23,0,28.5,34,23,0,28.5,34,23
2011-12-24,0,31.5,39,24,0,30,39,21
2011-12-25,0,37,45,29,0,37,45,29
2011-12-26,0.03,35.5,45,26,0.06,34,45,23
2011-12-27,0.18,33.5,40,27,0.06,33.5,41,26
2011-12-28,0,26.5,32,21,0,25.5,31,20
2011-12-29,0,40,48,32,0.01,39.5,48,31
2011-12-30,0.38,40.5,46,35,0.41,38,44,32
2011-12-31,0,36,43,29,0,34.5,40,29
2012-01-01,0.02,37,44,30,0.04,36.5,44,29
2012-01-02,0,23,29,17,0.01,23.5,29,18
2012-01-03,0,20,27,13,0,20,27,13
2012-01-04,0,34.5,43,26,0,33,41,25
2012-01-05,0,38.5,49,28,0,36,49,23
2012-01-06,0,48,55,41,0,46.5,55,38
2012-01-07,0,37,44,30,0,36,44,28
2012-01-08,0,33,40,26,0,33.5,42,25
2012-01-09,0,36,46,26,0,35.5,46,25
2012-01-10,0,40.5,52,29,0,38.5,52,25
2012-01-11,0,41.5,51,32,0,40.5,54,27
2012-01-12,0.06,28,37,19,0.35,28,37,19
2012-01-13,0,19,22,16,0.01,19.5,22,17
2012-01-14,0,17.5,21,14,0,13.5,19,8
2012-01-15,0,22,31,13,0,18,31,5
2012-01-16,0.04,37,44,30,0.04,37.5,45,30
2012-01-17,0.07,29.5,42,17,0.16,28,39,17
2012-01-18,0,18.5,26,11,0,18,26,10
2012-01-19,0,17,28,6,0.01,16.5,28,5
2012-01-20,0.34,14.5,23,6,0.54,14.5,24,5
2012-01-21,0,21,26,16,0,20.5,25,16
2012-01-22,0.44,29.5,43,16,0.32,28,40,16
2012-01-23,0.25,38,46,30,0.29,38,46,30
2012-01-24,0,31.5,37,26,0,31,37,25
2012-01-25,0,29,34,24,0,29,36,22
2012-01-26,0,34.5,37,32,0,35,38,32
2012-01-27,0.02,38,43,33,0.04,38.5,43,34
2012-01-28,0.03,29.5,33,26,0.05,30,34,26
2012-01-29,0,26,31,21,0,26,31,21
2012-01-30,0,37.5,53,22,0,37.5,53,22
2012-01-31,0,50.5,58,43,0,50,57,43
2012-02-01,0,40,46,34,0,40,48,32
2012-02-02,0,38.5,44,33,0,37,43,31
2012-02-03,0,37,40,34,0,36,39,33
2012-02-04,0.03,34,39,29,0,35.5,42,29
2012-02-05,0,35,43,27,0,37,45,29
2012-02-06,0,30.5,32,29,0,31.5,33,30
2012-02-07,0,32.5,36,29,0.01,32.5,36,29
2012-02-08,0,30.5,36,25,0,31,37,25
2012-02-09,0,27.5,35,20,0,28.5,36,21
2012-02-10,0.02,25,35,15,0.19,25,36,14
2012-02-11,0,15,20,10,0,15,20,10
2012-02-12,0,25.5,36,15,0,25.5,35,16
2012-02-13,0.01,28,37,19,0.03,25.5,36,15
2012-02-14,0,32.5,36,29,0,32.5,36,29
2012-02-15,0.13,37,42,32,0.16,36.5,43,30
2012-02-16,0.08,40.5,47,34,0.02,40.5,47,34
2012-02-17,0,38,49,27,0,38.5,49,28
2012-02-18,0,33,37,29,0,33,39,27
2012-02-19,0,31.5,37,26,0,31,38,24
2012-02-20,0,34,43,25,0,33.5,45,22
2012-02-21,0.07,37,41,33,0.06,37,41,33
2012-02-22,0,37,42,32,0.01,36.5,44,29
2012-02-23,0.11,33.5,39,28,0.33,34.5,40,29
2012-02-24,0.24,30,35,25,0.54,30.5,35,26
2012-02-25,0,24,29,19,0,21.5,27,16
2012-02-26,0,37,52,22,0,35,53,17
2012-02-27,0,33.5,40,27,0,32.5,40,25
2012-02-28,0,37.5,24,51,0.11,33.5,44,23
2012-02-29,0.19,47.5,60,35,0.18,47,59,35
2012-03-01,0,37,39,35,0,37.5,40,35
2012-03-02,0.19,38,41,35,0.19,37,40,34
2012-03-03,0,32.5,35,30,0,32.5,35,30
2012-03-04,0,31,36,26,0,29,32,26
2012-03-05,0,28.5,37,20,0,29,37,21
2012-03-06,0,50,68,32,0,49.5,68,31
2012-03-07,0,61,68,54,0,61,68,54
2012-03-08,0.21,48.5,61,36,0.28,50,63,37
2012-03-09,0,35,40,30,0,34,40,28
2012-03-10,0,44,60,28,0,43.5,60,27
2012-03-11,0,53.5,68,39,0,55,69,41
2012-03-12,0.28,59.5,67,52,0.19,58.5,65,52
2012-03-13,0,59.5,71,48,0,59,70,48
2012-03-14,0,67.5,81,54,0,63.5,81,46
2012-03-15,0,66,81,51,0,64.5,81,48
2012-03-16,0,64.5,81,48,0,64,82,46
2012-03-17,0,69,80,58,0,70,82,58
2012-03-18,0,71,81,61,0,69,81,57
2012-03-19,0,71.5,79,64,0.03,69.5,78,61
2012-03-20,0,75.5,85,66,0,74,85,63
2012-03-21,0,76,86,66,0,74,87,61
2012-03-22,0.04,73,84,62,0.16,71.5,83,60
2012-03-23,0.89,58,63,53,1.25,59,63,55
2012-03-24,0.01,55.5,61,50,0,56,62,50
2012-03-25,0.01,55.5,67,44,0,57,71,43
2012-03-26,0,42.5,47,38,0,42,47,37
2012-03-27,0,55.5,72,39,0,57,74,40
2012-03-28,0,57,68,46,0,56.5,68,45
2012-03-29,0,44,48,40,0,44,48,40
2012-03-30,0.25,47,54,40,0.58,46.5,53,40
2012-03-31,0,42.5,46,39,0,44.5,50,39
2012-04-01,0.2,53,61,45,0.06,49.5,57,42
2012-04-02,0,54,61,47,0,54.5,62,47
2012-04-03,0,59,70,48,0,59,70,48
2012-04-04,0,51.5,57,46,0,52,58,46
2012-04-05,0,44,49,39,0,43.5,49,38
2012-04-06,0,45,52,38,0,43,53,33
2012-04-07,0,52,66,38,0,50.5,67,34
2012-04-08,0,55,65,45,0,55.5,66,45
2012-04-09,0,52,62,42,0,52,63,41
2012-04-10,0,40,45,35,0,40,46,34
2012-04-11,0,41.5,52,31,0,43,54,32
2012-04-12,0,48.5,62,35,0,47.5,63,32
2012-04-13,0,55.5,66,45,0,53,66,40
2012-04-14,0.87,58,65,51,0.16,60.5,67,54
2012-04-15,0.82,67.5,76,59,0.67,69,77,61
2012-04-16,0.02,54.5,66,43,0.01,55,67,43
2012-04-17,0,47,53,41,0,48,57,39
2012-04-18,0.04,57.5,72,43,0.01,56,73,39
2012-04-19,0,53,61,45,0,53,61,45
2012-04-20,0.02,45.5,50,41,0.02,44.5,47,42
2012-04-21,0,43.5,51,36,0,44.5,53,36
2012-04-22,0,46.5,51,42,0,47,53,41
2012-04-23,0,47,58,36,0,49.5,60,39
2012-04-24,0,51,64,38,0,52,66,38
2012-04-25,0.05,56,62,50,0.1,53.5,61,46
2012-04-26,0,47,55,39,0,47,55,39
2012-04-27,0,45.5,52,39,0.01,44.5,54,35
2012-04-28,0.2,47,50,44,0.25,47.5,50,45
2012-04-29,0.11,51,58,44,0.36,50,57,43
2012-04-30,0.39,57,63,51,0,56,62,50
2012-05-01,0.32,58,64,52,0.09,57,65,49
2012-05-02,0,69,78,60,0,69,80,58
2012-05-03,0.07,77.5,86,69,1.34,76,86,66
2012-05-04,0.28,61.5,72,51,0.28,64,73,55
2012-05-05,0,58,63,53,0,56,60,52
2012-05-06,0.4,63.5,73,54,0.8,60.5,70,51
2012-05-07,0.59,57.5,61,54,0.47,58,64,52
2012-05-08,0.01,60.5,70,51,0,61,70,52
2012-05-09,0,53,60,46,0.06,53.5,60,47
2012-05-10,0,55,65,45,0,56.5,67,46
2012-05-11,0,63,78,48,0,60.5,78,43
2012-05-12,0.25,59,67,51,0.03,61,69,53
2012-05-13,0,61,69,53,0,61,72,50
2012-05-14,0,62,78,46,0,62.5,82,43
2012-05-15,0,70,84,56,0.05,71.5,86,57
2012-05-16,0,57.5,63,52,0,57.5,65,50
2012-05-17,0,60,71,49,0,59.5,74,45
2012-05-18,0,71,85,57,0,69,85,53
2012-05-19,0,77.5,91,64,0,75.5,92,59
2012-05-20,0.14,78.5,92,65,0.14,79,93,65
2012-05-21,0,59.5,65,54,0,60.5,67,54
2012-05-22,0,58.5,68,49,0,60.5,71,50
2012-05-23,0,65.5,82,49,0,64.5,82,47
2012-05-24,0,78.5,90,67,0,77,90,64
2012-05-25,0,73.5,80,67,0,74,83,65
2012-05-26,0,72.5,82,63,0,73,86,60
2012-05-27,0,85,97,73,0,83.5,97,70
2012-05-28,0.02,84,94,74,0,86,95,77
2012-05-29,0,74.5,85,64,0,73,85,61
2012-05-30,0,61,69,53,0,61.5,70,53
2012-05-31,0.97,52,55,49,1.12,50.5,54,47
2012-06-01,0.03,56.5,64,49,0.01,57,65,49
2012-06-02,0,61.5,74,49,0,62.5,76,49
2012-06-03,0,68,80,56,0,69,81,57
2012-06-04,0,66.5,74,59,0,67,75,59
2012-06-05,0,63,69,57,0,63.5,70,57
2012-06-06,0,65,74,56,0,64,76,52
2012-06-07,0,66,78,54,0,68,82,54
2012-06-08,0,73,87,59,0,71,88,54
2012-06-09,0,77.5,89,66,0,77.5,90,65
2012-06-10,0,81.5,92,71,0,80,93,67
2012-06-11,0,81,90,72,0,80,90,70
2012-06-12,0,69.5,77,62,0,68.5,78,59
2012-06-13,0,64,71,57,0,63,72,54
2012-06-14,0,73,86,60,0,71.5,87,56
2012-06-15,0,80,93,67,0,76.5,94,59
2012-06-16,0.38,81.5,94,69,0.31,81.5,94,69
2012-06-17,0.15,76.5,85,68,0.11,78,87,69
2012-06-18,0,82,92,72,0,81.5,94,69
2012-06-19,0,84.5,94,75,0,86.5,95,78
2012-06-20,0,84.5,93,76,0,86,95,77
2012-06-21,0.03,76.5,83,70,0.01,77.5,85,70
2012-06-22,0,73,83,63,0,75.5,87,64
2012-06-23,0,74.5,86,63,0,74.5,87,62
2012-06-24,0,81,92,70,0,79.5,94,65
2012-06-25,0,68.5,74,63,0,68,76,60
2012-06-26,0,72,81,63,0,69.5,83,56
2012-06-27,0,77,90,64,0,74.5,92,57
2012-06-28,0.16,89,101,77,0.04,88,100,76
2012-06-29,0.28,79,88,70,0.42,78.5,88,69
2012-06-30,0,79.5,89,70,0,80.5,92,69
2012-07-01,0.56,78,90,66,0,79.5,91,68
2012-07-02,0,85.5,97,74,0,84.5,98,71
2012-07-03,0,86,95,77,0,86.5,96,77
2012-07-04,0,90.5,101,80,0,90.5,102,79
2012-07-05,0,90.5,102,79,0.28,91,103,79
2012-07-06,0,93.5,104,83,0,92.5,103,82
2012-07-07,0,86,98,74,0,85.5,98,73
2012-07-08,0,79.5,85,74,0,76.5,85,68
2012-07-09,0,78,88,68,0,78.5,91,66
2012-07-10,0,76.5,82,71,0,75,83,67
2012-07-11,0,77.5,86,69,0,75.5,87,64
2012-07-12,0,80.5,90,71,0,78.5,91,66
2012-07-13,0,83,93,73,0.28,81.5,93,70
2012-07-14,0,80,89,71,0,80,90,70
2012-07-15,0,82.5,95,70,0,83,95,71
2012-07-16,0,87.5,98,77,0,84.5,97,72
2012-07-17,0,89.5,99,80,0,89,99,79
2012-07-18,0.55,81,91,71,0.85,83,94,72
2012-07-19,0.89,77.5,85,70,0.8,77,83,71
2012-07-20,0,75.5,82,69,0,74.5,81,68
2012-07-21,0,79,89,69,0,76,87,65
2012-07-22,0.01,82.5,90,75,0,78.5,89,68
2012-07-23,0.01,89.5,98,81,0,89,97,81
2012-07-24,0.37,79.5,88,71,0.54,76.5,84,69
2012-07-25,0,87.5,101,74,0.01,84.5,99,70
2012-07-26,0.07,80.5,89,72,0.71,79,89,69
2012-07-27,0.01,78.5,87,70,0.03,76,86,66
2012-07-28,0,77,83,71,0,74.5,82,67
2012-07-29,0,78,88,68,0,74,85,63
2012-07-30,0,83.5,93,74,0,80.5,92,69
2012-07-31,0.17,78.5,86,71,0.16,76.5,85,68
2012-08-01,0,80,89,71,0,79,90,68
2012-08-02,0,82,93,71,0,79.5,93,66
2012-08-03,0,84,94,74,0,83,95,71
2012-08-04,1.02,83.5,95,72,0.37,82,93,71
2012-08-05,0,77.5,85,70,0,75,84,66
2012-08-06,0,76.5,86,67,0,73.5,85,62
2012-08-07,0,80.5,94,67,0,77,92,62
2012-08-08,0.01,79.5,84,75,0,78,84,72
2012-08-09,0,71.5,77,66,0.05,69,75,63
2012-08-10,0.4,69,76,62,0.18,68.5,76,61
2012-08-11,0,68.5,79,58,0,67,78,56
2012-08-12,0,69,77,61,0,65.5,76,55
2012-08-13,0.34,67.5,72,63,0.4,64.5,69,60
2012-08-14,0.01,70.5,82,59,0,70,84,56
2012-08-15,0,76.5,86,67,0,75,85,65
2012-08-16,0.31,70,76,64,0.39,69,76,62
2012-08-17,0,68,77,59,0,67,76,58
2012-08-18,0,67.5,78,57,0,65,77,53
2012-08-19,0,70,79,61,0,69.5,79,60
2012-08-20,0.53,68,76,60,0.08,66,74,58
2012-08-21,0,68.5,79,58,0,66,79,53
2012-08-22,0,78,84,72,0,69.5,85,54
2012-08-23,0,80,91,69,0.03,78,92,64
2012-08-24,0,82,93,71,0,79,94,64
2012-08-25,0,82.5,94,71,0,79.5,93,66
2012-08-26,3.66,74.5,81,68,0.57,72.5,79,66
2012-08-27,0,78.5,88,69,0,77,88,66
2012-08-28,0,75,85,65,0,74.5,86,63
2012-08-29,0,77,84,70,0,74.5,84,65
2012-08-30,0,80,91,69,0,77,90,64
2012-08-31,0,82.5,93,72,0,81.5,92,71
2012-09-01,0.25,75.5,78,73,0,73,75,71
2012-09-02,0,78,81,75,0,77.5,82,73
2012-09-03,0,80,87,73,0,79.5,88,71
2012-09-04,0.33,78.5,89,68,0.64,78,90,66
2012-09-05,0.17,76,86,66,0.16,74.5,86,63
2012-09-06,0,78,86,70,0,77,86,68
2012-09-07,0.2,69.5,78,61,0.06,68.5,78,59
2012-09-08,0.23,64.5,73,56,0.28,63.5,73,54
2012-09-09,0,64,72,56,0,63.5,72,55
2012-09-10,0,65.5,77,54,0,63.5,75,52
2012-09-11,0,71.5,84,59,0,67.5,83,52
2012-09-12,0,75,87,63,0,74.5,86,63
2012-09-13,0.13,64,72,56,0.19,62.5,71,54
2012-09-14,0,64.5,75,54,0,63.5,76,51
2012-09-15,0,67,79,55,0,64.5,79,50
2012-09-16,0,67,78,56,0,63,77,49
2012-09-17,0.17,69,79,59,0.26,66.5,78,55
2012-09-18,0,57,64,50,0,55,63,47
2012-09-19,0,60.5,74,47,0,57,73,41
2012-09-20,0,64,72,56,0,61.5,72,51
2012-09-21,0.13,56.5,61,52,0.15,54,60,48
2012-09-22,0.01,53.5,60,47,0.02,51.5,59,44
2012-09-23,0,52.5,62,43,0,50.5,61,40
2012-09-24,0,56.5,71,42,0,53.5,70,37
2012-09-25,0,65.5,77,54,0,63,77,49
2012-09-26,0,63,69,57,0,60.5,68,53
2012-09-27,0,58.5,68,49,0,55.5,65,46
2012-09-28,0,59.5,67,52,0,58.5,67,50
2012-09-29,0,64,79,49,0,63.5,79,48
2012-09-30,0,59.5,67,52,0,58,66,50
2012-10-01,0,58,66,50,0,56.5,66,47
2012-10-02,0,64,69,59,0,61,69,53
2012-10-03,0.03,65,69,61,0.26,61,63,59
2012-10-04,0.1,66,81,51,0.12,62.5,77,48
2012-10-05,0,46.5,51,42,0,44.5,50,39
2012-10-06,0,42.5,50,35,0,42,50,34
2012-10-07,0,44.5,51,38,0,43.5,51,36
2012-10-08,0,48,60,36,0,46,60,32
2012-10-09,0.18,55,67,43,0.17,53.5,65,42
2012-10-10,0,45,52,38,0,43,51,35
2012-10-11,0,53,67,39,0.02,51,67,35
2012-10-12,0,47,53,41,0,45,53,37
2012-10-13,0.48,57.5,68,47,0.21,55.5,67,44
2012-10-14,0.54,60.5,72,49,0.77,59.5,71,48
2012-10-15,0,53,60,46,0,50.5,60,41
2012-10-16,0,57,70,44,0,55,70,40
2012-10-17,0.43,62,69,55,0.51,61,68,54
2012-10-18,0.13,50,55,45,0.07,49.5,54,45
2012-10-19,0.15,48.5,53,44,0.02,47.5,52,43
2012-10-20,0,49.5,58,41,0,49,59,39
2012-10-21,0,56,70,42,0,52.5,68,37
2012-10-22,0.28,61.5,67,56,0.81,57,65,49
2012-10-23,0.03,64,69,59,0.06,63.5,70,57
2012-10-24,0,70,79,61,0,68,78,58
2012-10-25,0.45,61,77,45,0.13,60,75,45
2012-10-26,0,44.5,51,38,0,44,51,37
2012-10-27,0,42,48,36,0,41,48,34
2012-10-28,0,45,50,40,0,43.5,49,38
2012-10-29,0,44.5,51,38,0,43.5,51,36
2012-10-30,0,43.5,47,40,0,43.5,48,39
2012-10-31,0,42,49,35,0,42,50,34
2012-11-01,0,44,53,35,0,44,54,34
2012-11-02,0,42.5,50,35,0,41,48,34
2012-11-03,0,41.5,45,38,0,40.5,45,36
2012-11-04,0,42.5,50,35,0,40,48,32
2012-11-05,0,38,43,33,0,38,44,32
2012-11-06,0.1,36.5,42,31,0.13,35.5,42,29
2012-11-07,0.01,44,48,40,0.03,43.5,47,40
2012-11-08,0,43,46,40,0,40,45,35
2012-11-09,0,48,58,38,0,44.5,56,33
2012-11-10,0.36,61,68,54,0.22,58,66,50
2012-11-11,0.29,56,70,42,0.29,55,70,40
2012-11-12,0.03,36,42,30,0,34.5,40,29
2012-11-13,0,33.5,41,26,0,32.5,41,24
2012-11-14,0,38,45,31,0,37,45,29
2012-11-15,0,39.5,48,31,0,39,48,30
2012-11-16,0,43,54,32,0,40.5,54,27
2012-11-17,0,42.5,54,31,0,40.5,55,26
2012-11-18,0,46,57,35,0,44,57,31
2012-11-19,0.04,50.5,59,42,0.01,47.5,59,36
2012-11-20,0,50,58,42,0,49,58,40
2012-11-21,0,46,55,37,0,44,54,34
2012-11-22,0.17,54,63,45,0.27,52.5,63,42
2012-11-23,0,37,45,29,0,35,42,28
2012-11-24,0,29.5,33,26,0,28,32,24
2012-11-25,0,37.5,45,30,0,36,43,29
2012-11-26,0,31.5,37,26,0,29.5,36,23
2012-11-27,0,27.5,35,20,0,25,33,17
2012-11-28,0,36.5,45,28,0,35.5,44,27
2012-11-29,0,42.5,52,33,0,42,51,33
2012-11-30,0,47,53,41,0,43.5,51,36
2012-12-01,0,48.5,60,37,0,44,59,29
2012-12-02,0.01,56.5,66,47,0.06,53.5,63,44
2012-12-03,0.01,59.5,72,47,0,58,70,46
2012-12-04,0,52,62,42,0,48.5,59,38
2012-12-05,0,36,42,30,0,33.5,40,27
2012-12-06,0,40.5,47,34,0,39,46,32
2012-12-07,0.08,44.5,46,43,0.08,43.5,46,41
2012-12-08,0.09,41,43,39,0.15,39,42,36
2012-12-09,0.16,39.5,42,37,0.21,38,41,35
2012-12-10,0,33,39,27,0,34.5,38,31
2012-12-11,0,30.5,36,25,0,29,34,24
2012-12-12,0,36,45,27,0,37,46,28
2012-12-13,0,41,49,33,0,40.5,49,32
2012-12-14,0,40.5,50,31,0,38,50,26
2012-12-15,0.21,46.5,51,42,0.34,43.5,50,37
2012-12-16,0,45,51,39,0,43.5,49,38
2012-12-17,0,37.5,41,34,0,35,40,30
2012-12-18,0,37,42,32,0,36,41,31
2012-12-19,0.04,38.5,43,34,0.08,37.5,43,32
2012-12-20,1.12,41.5,50,33,1.26,41,49,33
2012-12-21,0,27,33,21,0.01,26.5,33,20
2012-12-22,0,25.5,33,18,0,24.5,32,17
2012-12-23,0,29,36,22,0,27.5,34,21
2012-12-24,0,32.5,35,30,0,31,34,28
2012-12-25,0,31,34,28,0.01,29,33,25
2012-12-26,0,31,33,29,0,30.5,33,28
2012-12-27,0,31,33,29,0,30.5,33,28
2012-12-28,0,32,33,31,0.01,30.5,32,29
2012-12-29,0,27,32,22,0,26,32,20
2012-12-30,0,25,34,16,0,23.5,33,14
2012-12-31,0,29,36,22,0,27.5,35,20
2013-01-01,0,20,27,13,0,18,25,11
2013-01-02,0,20.5,30,11,0,20,30,10
2013-01-03,0,24.5,30,19,0,23.5,29,18
2013-01-04,0,25.5,37,14,0,24.5,36,13
2013-01-05,0.01,31,39,23,0.03,28.5,39,18
2013-01-06,0,29.5,37,22,0,27,36,18
2013-01-07,0,29.5,39,20,0,28,41,15
2013-01-08,0,35,42,28,0,33,44,22
2013-01-09,0,40,51,29,0,38.5,50,27
2013-01-10,0.52,35.5,46,25,0.63,33.5,45,22
2013-01-11,0.2,49,54,44,0.3,47,52,42
2013-01-12,0.08,42.5,53,32,0.06,41.5,53,30
2013-01-13,0.03,23,32,14,0.1,22,30,14
2013-01-14,0,19,26,12,0,18.5,25,12
2013-01-15,0,23.5,31,16,0,21.5,31,12
2013-01-16,0,27.5,37,18,0,26,36,16
2013-01-17,0,26.5,32,21,0,26.5,33,20
2013-01-18,0,31,42,20,0,31,43,19
2013-01-19,0,38,48,28,0,37.5,47,28
2013-01-20,0,21,28,14,0,20.5,28,13
2013-01-21,0,9.5,15,4,0,10,15,5
2013-01-22,0,6,12,0,0,5,11,-1
2013-01-23,0,15,20,10,0.01,16.5,23,10
2013-01-24,0,13.5,21,6,0,13,22,4
2013-01-25,0.05,24,29,19,0.06,23.5,29,18
2013-01-26,0,20.5,29,12,0,20.5,28,13
2013-01-27,0.27,31.5,38,25,0.58,30,37,23
2013-01-28,0.14,44.5,51,38,0.08,42.5,48,37
2013-01-29,0.99,51,61,41,1.33,51,63,39
2013-01-30,0.26,34.5,48,21,0.45,32.5,44,21
2013-01-31,0,13,21,5,0,13.5,21,6
2013-02-01,0,8.5,16,1,0.02,7,14,0
2013-02-02,0.05,17,25,9,0.12,15.5,23,8
2013-02-03,0,17,23,11,0.04,15,21,9
2013-02-04,0.06,23,29,17,0.19,20.5,28,13
2013-02-05,0,22,31,13,0.02,18.5,31,6
2013-02-06,0,28,37,19,0,23.5,36,11
2013-02-07,0.57,34,36,32,1.07,32.5,34,31
2013-02-08,0,29,33,25,0,28,33,23
2013-02-09,0,31,35,27,0,26,32,20
2013-02-10,0.22,42,50,34,0.29,39.5,49,30
2013-02-11,0,38,46,30,0,37,45,29
2013-02-12,0,27.5,30,25,0,25,29,21
2013-02-13,0,35,46,24,0,31.5,44,19
2013-02-14,0,36,40,32,0,36,39,33
2013-02-15,0,27.5,34,21,0,26.5,33,20
2013-02-16,0,17.5,22,13,0,16,20,12
2013-02-17,0,20.5,31,10,0,19.5,30,9
2013-02-18,0.24,41,53,29,0.29,39.5,52,27
2013-02-19,0,22,32,12,0,21,30,12
2013-02-20,0,17.5,26,9,0,16,24,8
2013-02-21,0.05,26.5,32,21,0.07,25.5,32,19
2013-02-22,0.06,29.5,35,24,0.2,29,34,24
2013-02-23,0,25.5,28,23,0,25,28,22
2013-02-24,0,28,39,17,0,28,39,17
2013-02-25,0,32.5,42,23,0,31.5,43,20
2013-02-26,0.39,34.5,36,33,0.45,34,36,32
2013-02-27,0.05,34,35,33,0.18,33,34,32
2013-02-28,0.01,32,36,28,0.02,31,35,27
2013-03-01,0,29.5,32,27,0.02,27.5,30,25
2013-03-02,0,26,32,20,0,24,31,17
2013-03-03,0,25.5,35,16,0,24.5,34,15
2013-03-04,0,28,34,22,0,26,34,18
2013-03-05,0.22,31,33,29,0.66,31,33,29
2013-03-06,0,31.5,35,28,0,31,34,28
2013-03-07,0,35.5,41,30,0,33,40,26
2013-03-08,0,33,40,26,0,29.5,40,19
2013-03-09,0.02,40,48,32,0.04,37,44,30
2013-03-10,1,48.5,55,42,0.87,45,51,39
2013-03-11,0.06,41,49,33,0.07,40.5,48,33
2013-03-12,0,32,37,27,0.05,31.5,37,26
2013-03-13,0,28.5,34,23,0,27.5,33,22
2013-03-14,0,30,37,23,0,30,37,23
