"mergeid","cftype","gniscode","cfname","cfsubtype","comment","source","jurisdicti","community","address","POINT_X","POINT_Y"
"11806","School",407243,"Divine Providence School","Non Public School",,"AC","CATHOLIC BISHOP CHGO","Westchester","2502 Mayfair Ave",-87.8920987453,41.8420078352
"11810","School",414320,"Nazareth Academy","Non Public School",,"ACG","SISTERS OF ST. JOSEPH","La Grange Park","1209 W Ogden Ave",-87.8861348383,41.8214997708
"11815","School",417014,"Roy Elementary School","Public School",,"ACGI","SCHOOL DIST #83","Northlake","533 N Roy Ave",-87.8977452103,41.9188120551
"11820","School",420951,"Westdale Elementary School","Public School",,"BCGI","SCHOOL DIST #83","Northlake","129 Diversey Ave",-87.9073151061,41.9282535176
"11824","School",404170,"Benjamin Franklin School","Non Public School",,"CG","PARKVIEW BAPTIST CH","Northlake","70 W Golfview Dr",-87.9083611121,41.9109732705
"11847","School",0,"Early Childhood Center","Public School",,"AG","VILLAGE OF ELMWOOD PK","Elmwood Park","1 Conti Pkwy",-87.8175791172,41.9271000039
"11854","School",407941,"Elm Middle School","Public School",,"ACG","SCHOOL DISTRICT #401","Elmwood Park","7607 Cortland St",-87.8162998626,41.9132720483
"11862","School",407961,"Elmwood Park High School","Public School",,"ACG","SCHOOL DISTRICT #401","River Grove","8201 Fullerton Ave",-87.8303550188,41.9217159965
"11876","School",417543,"Saint Mary of Celle School","Non Public School","Additional GNIS code of 1833364.","CG","CATHOLIC BISHOP CHGO","Berwyn","1428 Wesley Ave",-87.7917832066,41.8606299929
"11878","School",0,"The Childrens School","Non Public School",,"ABG","CATHOLIC BISHOP CHGO","Berwyn","1428 Wesley Ave",-87.7917832066,41.8606299929
"11886","School",410133,"Hiawatha Elementary School","Public School",,"ACG","SCHOOL DIST #100","Berwyn","6539 26th St",-87.7876333782,41.8437743396
"11887","School",413872,"J Sterling Morton West High School","Public School",,"ACG","SCHOOL DIST #201","Berwyn","2400 Home Ave",-87.8010079226,41.8455831257
"11892","School",0,"Freedom Middle School","Public School",,"AG","SCHOOL DIST #100","Berwyn","3016 Ridgeland Ave",-87.7838464585,41.8370096417
"11901","School",410935,"Irving Elementary School","Public School",,"ACG","SCHOOL DIST #100","Berwyn","3501 Clinton Ave",-87.7956978164,41.8281758048
"11931","School",415257,"Our Lady of the Mount School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Cicero","2414 S 61st Ave",-87.7766777793,41.8467313511
"11934","School",1832818,"Redeemer School","Non Public School",,"CG","REDEEMER LUTH CHURCH","Cicero","5239 23rd St",-87.7561718214,41.8490205671
"11935","School",1831203,"J Sterling Morton East High School","Public School",,"ACG","SCHOOL DIST #201","Cicero","2423 S Austin Blvd",-87.7717618624,41.8463137425
"11942","School",1832569,"Our Lady of Charity School","Non Public School",,"ACG","CATHOLIC BISHOP CHGO","Cicero","3600 57th Ct",-87.7675136312,41.826284534
"11945","School",412187,"Abe Lincoln Elementary School","Public School",,"ACG","SCHOOL DISTRICT #99","Cicero","3501 S 61st Ave",-87.7749155446,41.8280002213
"11958","School",0,"Berwyn North School District 98","Public School",,"AG","SCHOOL DIST # 98","Berwyn","6633 16th St",-87.7907355498,41.8581744249
"11963","School",0,"Morningside Montessori Academy","Non Public School",,"AB","MORNSIDE CHLDN'S ACAD","Oak Park","6320 W Roosevelt Rd",-87.7823853915,41.8656102909
"11964","School",0,"DCN Christian Academy","Non Public School",,"A",,"Cicero","3201 S Austin Blvd",-87.7729526297,41.8335958552
"12083","School",411654,"Lavergne Education Center","Public School",,"CG","SCHOOL DIST #100","Berwyn","3401 Gunderson Ave",-87.784745396,41.8303077598
"12096","School",0,"The Childrens House Montessori School","Non Public School",,"A",,"La Grange Park","1017 E 31st St",-87.8630596568,41.8348212988
"12103","School",410801,"Immanuel Lutheran School","Non Public School",,"ACG","IMMANUEL LUTH CH HLSDE","Hillside","2230 S Westwood Dr",-87.8999125002,41.8460930047
"12112","School",404879,"MacNeal School","Non Public School","Special Education","ACG","SCHOOL DIST #92 1/2","Westchester","801 Hull Ave",-87.875924291,41.8676177124
"12164","School",414664,"North Elementary School","Public School",,"ACGI","SCHOOL DIST #84","Franklin Park","3302 Edgington St",-87.8638599448,41.939433581
"12165","School",407665,"East Leyden High School","Public School",,"ACGI","SCHOOL DIST #212","Franklin Park","3410 Rose St",-87.8670485293,41.9422337683
"12179","School",0,"Maple Park Academy","Non Public School",,"AG","1ST UNITED METH CHURCH","Franklin Park","9857 Schiller Blvd",-87.8720323773,41.9326977722
"12187","School",407697,"East School","Public School",,"ACG","SCHOOL DIST #84","Franklin Park","2915 Maple St",-87.8522328349,41.9322383173
"12203","School",2030160,"John F Kennedy Elementary School","Public School",,"ACG","SCHOOL DIST # 81","Schiller Park","3945 Wehrman Ave",-87.8770797873,41.9499999836
"12205","School",417523,"Saint Maria Goretti Catholic School","Non Public School",,"ACG","CATHOLIC BISHOP CHGO","Schiller Park","3802 Scott St",-87.8771105674,41.9481076538
"12235","School",0,"Betsy Ross Elementary School","Public School",,"AG","SCHOOL DIST #91","Forest Park","1301 Marengo Ave",-87.8069015481,41.8626764319
"12239","School",0,"Oak Park Elementary School","Public School",,"AG","SCHOOL DIST # 97","Oak Park","970 Madison St",-87.7994620079,41.8799775486
"12268","School",1837190,"West Suburban Montessori School","Non Public School",,"ABCG","WEST SUB MONTESSORI SC","Oak Park","1039 S East Ave",-87.7893475479,41.8691437772
"12273","School",409921,"William Hatch Elementary School","Public School",,"ACG","SCHOOL DIST # 97","Oak Park","1000 N Ridgeland Ave",-87.7831737955,41.9047940161
"12279","School",417260,"Saint Edmund School","Non Public School",,"ACG","CATHOLIC BISHOP CHGO","Oak Park","200 S Oak Park Ave",-87.7939377819,41.8847461074
"12280","School",407996,"Gwendolyn Brooks Middle School","Public School",,"ACG","SCHOOL DIST # 97","Oak Park","333 S Kenilworth Ave",-87.7976739511,41.8823252054
"12288","School",0,"PACTT Learning Center-Oak Park","Non Public School","Special Education","AG","PACTT LEARNING CENTER","Oak Park","714 Belleforte Ave",-87.801920769,41.8984890582
"12291","School",0,"Our Lady Immaculate Academy","Non Public School",,"ABG","SOCIETY ST PIUS X","Oak Park","410 W Washington Blvd",-87.7848573444,41.8819498508
"12294","School",0,"Alcuin Montessori School","Non Public School",,"AB","1ST UN METH CH OAK PK","Oak Park","324 N Oak Park Ave",-87.7941208304,41.8925687909
"12299","School",404363,"William Beye Elementary School","Public School",,"ACG","SCHOOL DIST # 97","Oak Park","230 N Cuyler Ave",-87.7823744022,41.8911306019
"12310","School",412898,"Horace Mann Elementary School","Public School",,"ACG","SCHOOL DIST # 97","Oak Park","921 N Kenilworth Ave",-87.7987675094,41.9025476044
"12319","School",0,"Childrens Garden Montessori School","Non Public School",,"AB",,"Oak Park","165 N Lombard Ave",-87.7803157408,41.8898476916
"12320","School",0,"First Circle Education for Young Child","Non Public School",,"A",,"Oak Park","56 Lake St",-87.7775907884,41.8884257398
"12321","School",0,"House of Prayer College Prep","Non Public School",,"A",,"Oak Park","9 Randolph St",-87.7752438978,41.8838544739
"12322","School",2026527,"Intercultural Montessori School","Non Public School",,"ABC",,"Oak Park","301 S Ridgeland Ave",-87.7850160121,41.8831985654
"12323","School",0,"Oak Park Montessori School","Non Public School",,"A",,"Oak Park","937 Garfield St",-87.7984514998,41.8721085122
"12363","School",403567,"Apostles Lutheran School","Non Public School",,"BCI","Pastor Noe Martinez","Leyden Twp","10430 Medill Ave",-87.8869708661,41.9209969742
"12369","School",407298,"Dominican Priory School","Non Public School",,"C","DOMINICAN UNIVERSITY","River Forest","7200 Division St",-87.8072045738,41.9035485776
"12372","School",1829839,"Grace Lutheran School","Non Public School",,"ACG","GRACE EV LUTH CHURCH","River Forest","7300 Division St",-87.8076022516,41.9010684655
"12382","School",416932,"Dominican University","Non Public School",,"BCG","CATHOLIC BISHOP CHGO","River Forest","7900 Division St",-87.8227239148,41.9025965607
"12395","School",409308,"Grant Elementary School","Public School",,"ACG","SCHOOL DIST #88","Melrose Park","1300 N 34th Ave",-87.8756780453,41.8986841705
"12405","School",403355,"Jane Addams Elem School","Public School",,"BCGI","SCHOOL DIST #89","Melrose Park","910 Division St",-87.8456566279,41.9001605977
"12408","School",0,"Grace Montessori School","Non Public School",,"ABG","COSMOPOLITAN UNITED CH","Melrose Park","1112 N 9th Ave",-87.8451501401,41.8976639303
"12418","School",0,"Maywood Board of Education","Public School",,"G","SCHOOL DIST # 89","Maywood","1133 S 8th Ave",-87.8420802417,41.8775251487
"12447","School",1836930,"Roosevelt Middle School","Public School",,"ABC","SCHOOL DIST #88","Bellwood","2500 Oak St",-87.8649337323,41.8851805316
"12454","School",2038895,"Living Word Christian Academy","Non Public School",,"ACG","CATHOLIC BISHOP CHGO","Bellwood","3600 Butterfield Rd",-87.8777578467,41.883517872
"12470","School",417105,"Sacred Heart School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Melrose Park","815 N 16th Ave",-87.8523550232,41.894653502
"12473","School",0,"Word of God Christian Academy","Non Public School",,"AG","ST JOHN UNITED CHURCH","Melrose Park","800 N 18th Ave",-87.8557315667,41.8943609859
"12482","School",408904,"Garfield Elementary School","Public School",,"ACG","SCHOOL DIST #91","Forest Park","535 Hannah Ave",-87.8098290711,41.8763899076
"12487","School",412193,"Lincoln Elementary School","Public School",,"ACG","SCHOOL DIST # 89","Maywood","811 Chicago Ave",-87.8437769248,41.8939291586
"12497","School",0,"Provisio Central Math and Science Academy","Non Public School",,"A","Proviso Math & Science","Forest Park","8601 W Roosevelt Rd",-87.8318697072,41.8653244438
"12501","School",0,"Forest Park Montessori Child Development Center School","Non Public School",,"A",,"Forest Park","16 Lathrop Ave",-87.8143598394,41.8860920484
"12544","School",0,"Region 06 West Cook ISC 2","Public School",,"A",,"Bellwood","2795 Washington Blvd",-87.8666952643,41.8834378932
"12545","School",0,"Montessori Language Academy","Non Public School",,"A",,"Forest Park","316 Circle Ave",-87.8084561901,41.8809044508
"12614","School",1826775,"Cumberland Elementary School","Public School",,"ACGI","SCHOOL DIST #62","Des Plaines","700 E Golf Rd",-87.9057151735,42.0553701917
"12615","School",406069,"Chippewa Middle School","Public School",,"ACGI","SCHOOL DIST #62","Des Plaines","123 Eighth Ave",-87.9081471308,42.0552716389
"12624","School",1831491,"Joseph Academy - Des Plaines","Non Public School","Nipper School, Special Ed","ACGI","SCHOOL DIST #26","Des Plaines","1101 Gregory St",-87.8958974582,42.0726496814
"12627","School",0,"Science and Arts Academy","Non Public School",,"ABGI",,"Des Plaines","1825 Miner St",-87.8781944768,42.0386523811
"12632","School",404816,"Brentwood Elementary School","Public School",,"ACGI","SCHOOL DIST #59","Des Plaines","225 Brentwood Dr",-87.9278664632,42.0455578346
"12634","School",417846,"Saint Zachary Elementary School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Des Plaines","567 W Algonquin Rd",-87.9345208265,42.0289827523
"12637","School",1826443,"Brentwood Baptist Christian Academy","Non Public School",,"ACGI","BRENTWOOD BAPT CHURCH","Des Plaines","588 Dara James Rd",-87.9291889956,42.0411091115
"12642","School",0,"Guardian Angel Orthodox Day School","Non Public School",,"AG","ST JOHN BAPT GR ORTHCH","Des Plaines","2350 E Dempster St",-87.8664084511,42.0402164563
"12647","School",1832692,"Plainfield Elementary School","Public School",,"ACGI","SCHOOL DIST #62","Des Plaines","1850 Plainfield Dr",-87.9029578546,42.0191840559
"12653","School",405901,"Central Elementary School","Public School",,"ACGI","SCHOOL DIST #62","Des Plaines","1527 Prairie Ave",-87.8856738099,42.0379922032
"12663","School",1836900,"Terrace Elementary School","Public School",,"ACGI","SCHOOL DIST # 62","Des Plaines","735 S Westgate Rd",-87.917291864,42.0394324421
"12678","School",403407,"Algonquin Middle School","Public School",,"ACGI","SCHOOL DIST #62","Des Plaines","1375 S Fifth Ave",-87.9053645963,42.0289455951
"12679","School",408527,"Forest Elementary School","Public School",,"ACGI","SCHOOL DIST #62","Des Plaines","1375 S Fifth Ave",-87.9053645963,42.0289455951
"12683","School",420917,"Willows Academy","Non Public School",,"ABCGI","ALLIANCE FOR CHARACTER","Des Plaines","1012 Thacker St",-87.8983273096,42.0388982665
"12698","School",0,"Plato Academy","Non Public School",,"AB",,"Des Plaines","733 Lee St",-87.8885435038,42.0396006666
"12713","School",410346,"Hoffman Elementary School","Public School",,"ACGI","SCHOOL DIST #34","Glenview","2000 Harrison St",-87.8088610441,42.0641841561
"12715","School",1830904,"Niles Korean School","Non Public School",,"CG","CH EXT BD PRESBY CHGO","Niles","8257 W Harrison St",-87.8325733567,42.0613028081
"12724","School",420621,"Washington Elementary School","Public School",,"ACGI","SCHOOL DIST #63","Maine Twp","2710 Golf Rd",-87.8268867654,42.0554910214
"12728","School",409063,"Glenbrook North High School","Public School",,"ACGI","SCHOOL DIST #225","Northbrook","2300 Shermer Rd",-87.8344975818,42.1113039117
"12730","School",0,"William J. Attea Middle School","Public School",,"AGI","GLENVIEW VILLAGE","Glenview","2450 Chestnut Ave",-87.8189484132,42.0911460278
"12735","School",2026722,"Northbrook Junior High School","Public School",,"ACGI","SCHOOL DIST #28","Northbrook","1475 Maple Ave",-87.8162739056,42.124888952
"12737","School",417656,"Saint Norberts School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Northbrook","1809 Walters Ave",-87.8257941612,42.1269000899
"12748","School",1837249,"Henry Winkelman Elementary School","Public School",,"ACGI","SCHOOL DIST #31","Glenview","1919 Landwehr Rd",-87.8563693452,42.0941874351
"12755","School",0,"Evanston Day School","Non Public School","Special Education","A",,"Glenview","3633 West Lake Ave",-87.8470768861,42.0861810005
"12756","School",410802,"Immanuel Lutheran School","Non Public School",,"CGI","IMMANUEL EV LUTH CH","Glenview","1850 Chestnut Ave",-87.8039636045,42.0879820275
"12762","School",412679,"Henking Elementary School","Public School",,"ACG","SCHOOL DIST #34","Glenview","2941 Linneman St",-87.8311009161,42.0688035495
"12764","School",415892,"Pleasant Ridge School","Public School",,"ACGI","SCHOOL DIST #34","Glenview","1730 Sunset Ridge Rd",-87.7918569233,42.0863028736
"12765","School",2098172,"Our Lady of Perpetual Help Church","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Glenview","1123 Church St",-87.8014504021,42.0740054572
"12766","School",415259,"Our Lady of Perpetual Help School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Glenview","1123 Church St",-87.8014504021,42.0740054572
"12773","School",412778,"Lyon Elementary School","Public School",,"ACGI","SCHOOL DIST #34","Glenview","1335 Waukegan Rd",-87.7969574644,42.0789546972
"12779","School",2026721,"Countryside Montessori School","Non Public School",,"ABCG","CTRYSIDE MONTESSORI SC","Northbrook","1985 Pfingsten Rd",-87.8481314201,42.1170355144
"12783","School",2030157,"Stanley Field Junior High School","Public School",,"ACGI","NORTHWEST SPECIAL ED","Northbrook","2055 Landwehr Rd",-87.8573769544,42.1157181861
"12788","School",420759,"Wescott Elementary School","Public School",,"ACGI","SCHOOL DIST #30","Northbrook","1820 Western Ave",-87.8401241968,42.1199515669
"12791","School",409056,"Glen Grove Elementary School","Public School",,"ACGI","SCHOOL DIST #34","Glenview","3900 Glenview Rd",-87.8526416347,42.0743671157
"12793","School",0,"Christian Heritage Academy","Non Public School",,"A",,"Northfield","315 Waukegan Rd",-87.7969886592,42.100528965
"12794","School",0,"Glenview Montessori School","Non Public School",,"A",,"Northfield","315 Waukegan Rd",-87.7969886592,42.100528965
"12797","School",413012,"Mark Twain Elementary","Public School",,"ACGI","SCHOOL DIST #63","Niles","9401 N Hamlin Ave",-87.8490070679,42.0519258476
