"id","longitude","latitude","cftype","dist_to_trap","trap_trap_name"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",5.5,"T050"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",5,"T050"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",2.1,"T050"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",1.4,"T050"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",1,"T050"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",2.6,"T050"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",2.3,"T050"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",5.2,"T050"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",10.5,"T050"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",11.5,"T050"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",3.6,"T050"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",6.6,"T050"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",3.1,"T050"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",3.4,"T050"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",3.6,"T050"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",3.6,"T050"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",3.9,"T050"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",4.6,"T050"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",3.1,"T050"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",4.2,"T050"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",1,"T050"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",1.1,"T050"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",5,"T050"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",10.2,"T050"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",10.3,"T050"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",10.7,"T050"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",12.7,"T050"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",13.4,"T050"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",16.2,"T050"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",10.2,"T050"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",9.1,"T050"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",7.4,"T050"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",3.6,"T050"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",4.7,"T050"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",3.3,"T050"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",3.8,"T050"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",3.7,"T050"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",4.3,"T050"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",4.1,"T050"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",4.1,"T050"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",3.2,"T050"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",2.5,"T050"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",4.2,"T050"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5.5,"T050"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",14.8,"T050"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",3.8,"T050"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",7.8,"T050"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",6.6,"T054"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",7.7,"T054"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",4.5,"T054"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",3.1,"T054"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",3,"T054"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",1.5,"T054"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",5.1,"T054"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",8.4,"T054"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",11.2,"T054"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",10.3,"T054"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",4.2,"T054"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",5.3,"T054"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",4.1,"T054"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",4.3,"T054"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",4.2,"T054"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",4.2,"T054"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",5.1,"T054"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",5.8,"T054"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",5.2,"T054"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",7.2,"T054"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",3.1,"T054"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",3.6,"T054"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",7.7,"T054"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",10,"T054"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",10,"T054"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",10.7,"T054"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",11.7,"T054"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",12.4,"T054"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",16,"T054"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",9.3,"T054"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.3,"T054"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",6.6,"T054"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",4.2,"T054"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",4.9,"T054"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",2.5,"T054"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",3.9,"T054"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",5,"T054"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",2,"T054"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",2,"T054"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",2,"T054"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",0.9,"T054"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",0.7,"T054"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",7.2,"T054"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5.1,"T054"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",13.8,"T054"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",2.5,"T054"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",10.5,"T054"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",10.6,"T086"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",13.2,"T086"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",14.2,"T086"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",14.7,"T086"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",15.1,"T086"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",17.3,"T086"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",17.7,"T086"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",17.2,"T086"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",5.6,"T086"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",8.3,"T086"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",12.6,"T086"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",11.6,"T086"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",13,"T086"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",12.7,"T086"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",12.6,"T086"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",12.6,"T086"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.2,"T086"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",11.5,"T086"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",13.2,"T086"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",14.3,"T086"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",15.1,"T086"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",15,"T086"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",13.2,"T086"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",6.5,"T086"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",6.6,"T086"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",5.7,"T086"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",6.9,"T086"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",7.1,"T086"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",2.7,"T086"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",8.1,"T086"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.7,"T086"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10,"T086"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",12.6,"T086"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",11.6,"T086"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",18.6,"T086"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",19.7,"T086"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",19.7,"T086"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",14.6,"T086"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.6,"T086"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.6,"T086"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",17.2,"T086"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",16.4,"T086"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",18.3,"T086"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",21.1,"T086"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",6.3,"T086"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",18.8,"T086"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",21.8,"T086"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",10.6,"T087"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",13.3,"T087"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",14.2,"T087"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",14.7,"T087"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",15.1,"T087"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",17.3,"T087"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",17.7,"T087"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",17.3,"T087"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",5.6,"T087"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",8.3,"T087"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",12.6,"T087"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",11.5,"T087"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",13,"T087"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",12.7,"T087"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",12.6,"T087"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",12.6,"T087"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.2,"T087"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",11.5,"T087"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",13.2,"T087"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",14.4,"T087"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",15.1,"T087"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",15,"T087"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",13.3,"T087"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",6.5,"T087"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",6.6,"T087"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",5.7,"T087"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",6.9,"T087"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",7,"T087"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",2.7,"T087"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",8.1,"T087"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.7,"T087"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10,"T087"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",12.6,"T087"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",11.6,"T087"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",18.6,"T087"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",19.7,"T087"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",19.7,"T087"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",14.6,"T087"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.6,"T087"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.6,"T087"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",17.2,"T087"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",16.4,"T087"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",18.3,"T087"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",21.1,"T087"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",6.2,"T087"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",18.8,"T087"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",21.8,"T087"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",11.7,"T091"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",14.6,"T091"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",15.2,"T091"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",15.6,"T091"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",16,"T091"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",18.1,"T091"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",18.8,"T091"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",18.6,"T091"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",6.9,"T091"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",8,"T091"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.4,"T091"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",11.9,"T091"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",13.9,"T091"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13.6,"T091"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.4,"T091"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.4,"T091"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",13.2,"T091"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",12.5,"T091"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",14.3,"T091"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",15.7,"T091"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",16,"T091"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",16,"T091"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",14.6,"T091"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",7,"T091"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",7,"T091"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",6.4,"T091"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",6.4,"T091"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",6.4,"T091"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",1.4,"T091"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",8.2,"T091"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.9,"T091"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10.5,"T091"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.4,"T091"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",12.4,"T091"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",19.3,"T091"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",20.5,"T091"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",20.7,"T091"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T091"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",15.1,"T091"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",15.1,"T091"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",17.9,"T091"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",17.1,"T091"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",19.5,"T091"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",21.9,"T091"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",5.3,"T091"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",19.5,"T091"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",23.1,"T091"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",8.4,"T094"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",11.4,"T094"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",12,"T094"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",12.5,"T094"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",12.9,"T094"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",15,"T094"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",15.6,"T094"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",15.4,"T094"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",3.7,"T094"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",6.2,"T094"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",10.3,"T094"
