"Property.Address","nrows","min.issued.date","max.issued.date","city","state","zip","addr.nbr","addr.street.and.dir","addr.dir","addr.street","addr.end","st.name.pot","address.one.line","google.call","seqn","json","status","result.cnt","place.id","formatted.address","lat","lng","route","locality","administrative_area_level_2","administrative_area_level_1","country","row.name","street_number","neighborhood","postal_code","postal_code_suffix","administrative_area_level_3","intersection","bus_station"
"2832 W POLK ST ",2,2018-08-15,2018-08-15,"Chicago","IL",NA,2832,"W POLK ST","W","POLK","ST","ST","2832+W+POLK+ST+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2832+W+POLK+ST+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2832"", ""West Polk Street"", ""Garfield Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60612"", ""4008""), short_name = c(""2832"", ""W Polk St"", ""Garfield Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60612"", ""4008""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2832 W Polk St, Chicago, IL 60612, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8713301, lng = -87.6973533), southwest = list(lat = 41.8711671, lng = -87.6974376)), location = list(lat = 41.8712305, lng = -87.6974111), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8725975802915, lng = -87.6960464697085), southwest = list(lat = 41.8698996197085, lng = -87.6987444302915))), place_id = ""ChIJNaHSB2ItDogR2wrSA4Kh6RU"", 
    types = list(""premise""))","OK",1,"ChIJNaHSB2ItDogR2wrSA4Kh6RU","2832 W Polk St, Chicago, IL 60612, USA",41.8712305,-87.6974111,"W Polk St","Chicago","Cook County","IL","US","short_name","2832","Garfield Park","60612","4008",NA,NA,NA
"2834 W 65TH ",6,2013-05-25,2013-05-25,"Chicago","IL",NA,2834,"W 65TH","W","65TH","65TH",NA,"2834+W+65TH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2834+W+65TH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2834"", ""West 65th Place"", ""Chicago Lawn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60629"", ""3418""), short_name = c(""2834"", ""W 65th Pl"", ""Chicago Lawn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60629"", ""3418""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2834 W 65th Pl, Chicago, IL 60629, USA"", geometry = list(location = list(lat = 41.774638, lng = -87.7032147), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.7759869802915, lng = -87.7018657197085), southwest = list(lat = 41.7732890197085, lng = -87.7045636802915))), place_id = ""EiYyODM0IFcgNjV0aCBQbCwgQ2hpY2FnbywgSUwgNjA2MjksIFVTQSIbEhkKFAoSCccaOUUsMA6IETw28ID56mrFEJIW"", types = list(""street_address""))","OK",1,"EiYyODM0IFcgNjV0aCBQbCwgQ2hpY2FnbywgSUwgNjA2MjksIFVTQSIbEhkKFAoSCccaOUUsMA6IETw28ID56mrFEJIW","2834 W 65th Pl, Chicago, IL 60629, USA",41.774638,-87.7032147,"W 65th Pl","Chicago","Cook County","IL","US","short_name","2834","Chicago Lawn","60629","3418",NA,NA,NA
"2837 S TROY ",2,2015-05-20,2015-05-20,"Chicago","IL",NA,2837,"S TROY","S","TROY","TROY",NA,"2837+S+TROY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2837+S+TROY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2837"", ""South Troy Street"", ""Marshall Square"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60623"", ""4718""), short_name = c(""2837"", ""S Troy St"", ""Marshall Square"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60623"", ""4718""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""2837 S Troy St, Chicago, IL 60623, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8398208, lng = -87.7034079), southwest = list(lat = 41.8397659, lng = -87.7035314)), location = list(lat = 41.8397873, lng = -87.7034729), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8411423302915, lng = -87.7021206697085), southwest = list(lat = 41.8384443697085, lng = -87.7048186302915))), place_id = ""ChIJZ5FonnMyDogRoeZylLCkhvg"", 
    types = list(""premise""))","OK",1,"ChIJZ5FonnMyDogRoeZylLCkhvg","2837 S Troy St, Chicago, IL 60623, USA",41.8397873,-87.7034729,"S Troy St","Chicago","Cook County","IL","US","short_name","2837","Marshall Square","60623","4718",NA,NA,NA
"2841 W CONGRESS PKWY ",10,2013-09-03,2014-06-05,"Chicago","IL",NA,2841,"W CONGRESS PKWY","W","CONGRESS","PKWY","PKWY","2841+W+CONGRESS+PKWY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2841+W+CONGRESS+PKWY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2841"", ""West Congress Parkway"", ""Garfield Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60612""), short_name = c(""2841"", ""W Congress Pkwy"", ""Garfield Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60612""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""2841 W Congress Pkwy, Chicago, IL 60612, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8747353, lng = -87.6977311), southwest = list(lat = 41.874571, lng = -87.6978178)), location = list(lat = 41.874649, lng = -87.6977657), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8760021302915, lng = -87.6964254697085), southwest = list(lat = 41.8733041697085, lng = -87.6991234302915))), place_id = ""ChIJnbOb1p8yDogRqSpVNFnbkRM"", types = list(""premise""))","OK",1,"ChIJnbOb1p8yDogRqSpVNFnbkRM","2841 W Congress Pkwy, Chicago, IL 60612, USA",41.874649,-87.6977657,"W Congress Pkwy","Chicago","Cook County","IL","US","short_name","2841","Garfield Park","60612",NA,NA,NA,NA
"2846 W 39TH PL ",6,2014-03-17,2014-03-17,"Chicago","IL",NA,2846,"W 39TH PL","W","39TH","PL","PL","2846+W+39TH+PL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2846+W+39TH+PL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2846"", ""West 39th Place"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60632"", ""1802""), short_name = c(""2846"", ""W 39th Pl"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60632"", ""1802""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2846 W 39th Pl, Chicago, IL 60632, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8221089, lng = -87.6964529), southwest = list(lat = 41.8219765, lng = -87.6965315)), location = list(lat = 41.8220596, lng = -87.6964952), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8233916802915, lng = -87.6951432197085), southwest = list(lat = 41.8206937197085, lng = -87.6978411802915))), place_id = ""ChIJY7ocS_8tDogRy3LhUceouro"", 
    types = list(""premise""))","OK",1,"ChIJY7ocS_8tDogRy3LhUceouro","2846 W 39th Pl, Chicago, IL 60632, USA",41.8220596,-87.6964952,"W 39th Pl","Chicago","Cook County","IL","US","short_name","2846","Brighton Park","60632","1802",NA,NA,NA
"2847 W 40TH ",6,2015-05-15,2015-05-15,"Chicago","IL",NA,2847,"W 40TH","W","40TH","40TH",NA,"2847+W+40TH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2847+W+40TH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2847"", ""West 40th Street"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60632"", ""1805""), short_name = c(""2847"", ""W 40th St"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60632"", ""1805""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2847 W 40th St, Chicago, IL 60632, USA"", geometry = list(location = list(lat = 41.820757, lng = -87.696417), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8221059802915, lng = -87.6950680197085), southwest = list(lat = 41.8194080197085, lng = -87.6977659802915))), place_id = ""EiYyODQ3IFcgNDB0aCBTdCwgQ2hpY2FnbywgSUwgNjA2MzIsIFVTQSIbEhkKFAoSCd0BET3_LQ6IEX1eo0TxEOa0EJ8W"", types = list(""street_address""))","OK",1,"EiYyODQ3IFcgNDB0aCBTdCwgQ2hpY2FnbywgSUwgNjA2MzIsIFVTQSIbEhkKFAoSCd0BET3_LQ6IEX1eo0TxEOa0EJ8W","2847 W 40th St, Chicago, IL 60632, USA",41.820757,-87.696417,"W 40th St","Chicago","Cook County","IL","US","short_name","2847","Brighton Park","60632","1805",NA,NA,NA
"2873 E 91ST ",6,2015-12-01,2015-12-01,"Chicago","IL",NA,2873,"E 91ST","E","91ST","91ST",NA,"2873+E+91ST+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2873+E+91ST+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2873"", ""East 91st Street"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""4207""), short_name = c(""2873"", ""E 91st St"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""4207""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2873 E 91st St, Chicago, IL 60617, USA"", geometry = list(location = list(lat = 41.729751, lng = -87.553886), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7310999802915, lng = -87.5525370197085), southwest = list(lat = 41.7284020197085, lng = -87.5552349802915))), place_id = ""ChIJeQZz-OMnDogRA1rdBgeTr4g"", plus_code = list(compound_code = ""PCHW+WC Chicago, Illinois, United States"", global_code = ""86HJPCHW+WC""), types = list(""street_address""))","OK",1,"ChIJeQZz-OMnDogRA1rdBgeTr4g","2873 E 91st St, Chicago, IL 60617, USA",41.729751,-87.553886,"E 91st St","Chicago","Cook County","IL","US","short_name","2873","South Chicago","60617","4207",NA,NA,NA
"29 W 110TH ",4,2014-05-30,2014-05-30,"Chicago","IL",NA,29,"W 110TH","W","110TH","110TH",NA,"29+W+110TH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=29+W+110TH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""29"", ""West 110th Street"", ""Roseland"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60628"", ""4224""), short_name = c(""29"", ""W 110th St"", ""Roseland"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60628"", ""4224""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix"")), 
    list(long_name = c(""29"", ""West 110th Place"", ""Roseland"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60628"", ""4230""), short_name = c(""29"", ""W 110th Pl"", ""Roseland"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60628"", ""4230""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), formatted_address = c(""29 W 110th St, Chicago, IL 60628, USA"", 
""29 W 110th Pl, Chicago, IL 60628, USA""), geometry = list(location = list(lat = c(41.6941647, 41.6932985), lng = c(-87.6242656, -87.624249)), location_type = c(""RANGE_INTERPOLATED"", ""ROOFTOP""), viewport = list(northeast = list(lat = c(41.6955136802915, 41.6946302802915), lng = c(-87.6229166197085, -87.6229098697085)), southwest = list(lat = c(41.6928157197085, 41.6919323197085), lng = c(-87.6256145802915, -87.6256078302915))), bounds = list(northeast = list(lat = c(NA, 41.6933541), lng = c(NA, -87.6242147
)), southwest = list(lat = c(NA, 41.6932085), lng = c(NA, -87.624303)))), place_id = c(""EiUyOSBXIDExMHRoIFN0LCBDaGljYWdvLCBJTCA2MDYyOCwgVVNBIhoSGAoUChIJu3ixjywkDogRg6RGw8c-ptkQHQ"", ""ChIJMytoZSwkDogRVQnh2E9L5FY""), types = list(""street_address"", ""premise""))","OK",2,"EiUyOSBXIDExMHRoIFN0LCBDaGljYWdvLCBJTCA2MDYyOCwgVVNBIhoSGAoUChIJu3ixjywkDogRg6RGw8c-ptkQHQ","29 W 110th St, Chicago, IL 60628, USA",41.6941647,-87.6242656,"W 110th St","Chicago","Cook County","IL","US","short_name","29","Roseland","60628","4224",NA,NA,NA
"2902 E 78TH ",1,2011-04-08,2011-04-08,"Chicago","IL",NA,2902,"E 78TH","E","78TH","78TH",NA,"2902+E+78TH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2902+E+78TH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2902"", ""East 78th Place"", ""South Shore"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60649"", ""4804""), short_name = c(""2902"", ""E 78th Pl"", ""South Shore"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60649"", ""4804""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix"")), list(long_name = c(""2902"", ""East 78th Street"", ""South Shore"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60649""), short_name = c(""2902"", ""E 78th St"", ""South Shore"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60649""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), formatted_address = c(""2902 E 78th Pl, Chicago, IL 60649, USA"", 
""2902 E 78th St, Chicago, IL 60649, USA""), geometry = list(bounds = list(northeast = list(lat = c(41.7528118, NA), lng = c(-87.5527882, NA)), southwest = list(lat = c(41.7526418, NA), lng = c(-87.5530022, NA))), location = list(lat = c(41.7527311, 41.7539006), lng = c(-87.5528926, -87.5542786)), location_type = c(""ROOFTOP"", ""RANGE_INTERPOLATED""), viewport = list(northeast = list(lat = c(41.7540757802915, 41.7552495802915), lng = c(-87.5515462197085, -87.5529296197085)), southwest = list(lat = c(41.7513778197085, 
41.7525516197085), lng = c(-87.5542441802915, -87.5556275802915)))), place_id = c(""ChIJe-1TQxYoDogRa4-LWY4glsI"", ""EiYyOTAyIEUgNzh0aCBTdCwgQ2hpY2FnbywgSUwgNjA2NDksIFVTQSIbEhkKFAoSCfskYBoWKA6IEZWAi90Feow1ENYW""), types = list(""premise"", ""street_address""))","OK",2,"ChIJe-1TQxYoDogRa4-LWY4glsI","2902 E 78th Pl, Chicago, IL 60649, USA",41.7527311,-87.5528926,"E 78th Pl","Chicago","Cook County","IL","US","short_name","2902","South Shore","60649","4804",NA,NA,NA
"2905 W WILCOX ",6,2012-11-05,2016-02-17,"Chicago","IL",NA,2905,"W WILCOX","W","WILCOX","WILCOX",NA,"2905+W+WILCOX+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2905+W+WILCOX+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2905"", ""West Wilcox Street"", ""East Garfield Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60612"", ""3609""), short_name = c(""2905"", ""W Wilcox St"", ""East Garfield Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60612"", ""3609""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""2905 W Wilcox St, Chicago, IL 60612, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8791091, lng = -87.6989874), southwest = list(lat = 41.8789388, lng = -87.6990545)), location = list(lat = 41.8790313, lng = -87.6990254), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8803729302915, lng = -87.6976719697085), southwest = list(lat = 41.8776749697085, lng = -87.7003699302915))), place_id = ""ChIJeeajXqAyDogRnCmu1Nuj0mE"", 
    types = list(""premise""))","OK",1,"ChIJeeajXqAyDogRnCmu1Nuj0mE","2905 W Wilcox St, Chicago, IL 60612, USA",41.8790313,-87.6990254,"W Wilcox St","Chicago","Cook County","IL","US","short_name","2905","East Garfield Park","60612","3609",NA,NA,NA
"2908 W 38TH ",6,2015-04-28,2015-04-28,"Chicago","IL",NA,2908,"W 38TH","W","38TH","38TH",NA,"2908+W+38TH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2908+W+38TH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2908"", ""West 38th Street"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60632"", ""1718""), short_name = c(""2908"", ""W 38th St"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60632"", ""1718""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2908 W 38th St, Chicago, IL 60632, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8247994, lng = -87.6975214), southwest = list(lat = 41.8246462, lng = -87.6976035)), location = list(lat = 41.8247203, lng = -87.6975732), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8260717802915, lng = -87.6962134697085), southwest = list(lat = 41.8233738197085, lng = -87.6989114302915))), place_id = ""ChIJKcK_f_gtDogRLjQjQxrEzPE"", 
    types = list(""premise""))","OK",1,"ChIJKcK_f_gtDogRLjQjQxrEzPE","2908 W 38th St, Chicago, IL 60632, USA",41.8247203,-87.6975732,"W 38th St","Chicago","Cook County","IL","US","short_name","2908","Brighton Park","60632","1718",NA,NA,NA
"2908 W 38TH PL ",6,2014-05-09,2014-05-09,"Chicago","IL",NA,2908,"W 38TH PL","W","38TH","PL","PL","2908+W+38TH+PL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=2908+W+38TH+PL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""2908"", ""West 38th Place"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60632"", ""1722""), short_name = c(""2908"", ""W 38th Pl"", ""Brighton Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60632"", ""1722""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""2908 W 38th Pl, Chicago, IL 60632, USA"", geometry = list(bounds = list(northeast = list(lat = 41.823908, lng = -87.6974998), southwest = list(lat = 41.8237539, lng = -87.6975859)), location = list(lat = 41.8238269, lng = -87.6975347), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8251799302915, lng = -87.6961938697085), southwest = list(lat = 41.8224819697085, lng = -87.6988918302915))), place_id = ""ChIJN8yOnfgtDogR48jvha2r9ew"", 
    types = list(""premise""))","OK",1,"ChIJN8yOnfgtDogR48jvha2r9ew","2908 W 38th Pl, Chicago, IL 60632, USA",41.8238269,-87.6975347,"W 38th Pl","Chicago","Cook County","IL","US","short_name","2908","Brighton Park","60632","1722",NA,NA,NA
